accession_number,dataset_url,dataset_name,made_public,most_recent_snapshot,num_subjects,modalities,dx_status,ages,tasks,num_trials,study_design,domain_studied,longitudinal,processed_data,species,nondefaced_consent,affirmed_defaced,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author,size_gb
ds003846,https://openneuro.org/datasets/ds003846/versions/2.0.2,Prediction Error,2021-10-20,2024-03-19,19,EEG,Healthy / Control,"18-25, 26-34",PredictionError,700,2 x 3,,No,n/a,Human,No,Yes,,,"Gramann, Klaus",9.76
ds003848,https://openneuro.org/datasets/ds003848/versions/1.0.3,Dataset Clinical Epilepsy iEEG to BIDS - RESPect_longterm_iEEG,2021-10-22,2021-10-26,6,"MRI - anat, iEEG",,"11-17, 18-25, 35-50","task-SPESclin, task-Sleep, task-sleep, task-slawtrans, task-CHOCS1, task-Rest",,,,No,n/a,Human,No,Yes,https://doi.org/10.1101/2020.12.07.20245290,,"M., Zijlmans",64.98
ds003849,https://openneuro.org/datasets/ds003849/versions/1.0.0,Individual differences in frontoparietal plasticity in humans,2021-10-21,2021-10-19,92,"MRI - func, MRI - anat",Healthy / Control,,"nback, rest, number",2,,"Neuroplasticity, Working memory",No,n/a,Human,No,Yes,,,"Mackey, Allyson P.",33.07
ds003850,https://openneuro.org/datasets/ds003850/versions/2.0.0,Next Gen VASO data at <0.1 micro liter voxels for ISMRM 2022,2021-10-22,2021-11-17,1,MRI - func,,,vis,,block ,brain,No,n/a,Human,No,Yes,,,"(uploader), Renzo Huber",9.73
ds003851,https://openneuro.org/datasets/ds003851/versions/1.0.1,Category-biased neural representations form spontaneously during learning that emphasizes memory for specific instances,2021-12-13,2021-12-10,44,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",train,,,categorization,No,n/a,Human,No,Yes,,,"Zeithamova, D.",20.49
ds003858,https://openneuro.org/datasets/ds003858/versions/1.0.1,Monetary Incentive Delay task,2021-10-26,2021-10-26,12,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",MID,,Experiment,,No,n/a,Human,No,Yes,https://doi.org/10.1016/j.neuroimage.2021.118617,,"Knutson, Brian",7.83
ds003871,https://openneuro.org/datasets/ds003871/versions/1.0.2,,2021-11-05,2021-11-05,62,"MRI - anat, MRI - func",,,rest,,,,No,n/a,Human,Yes,Yes,https://doi.org/10.1101/2021.07.09.451777,,"Reagh, Zachariah M.",4.05
ds003872,https://openneuro.org/datasets/ds003872/versions/1.0.0,The Reading Brain Project L2 Adults,2021-11-09,2021-11-08,56,"MRI - func, MRI - dwi, MRI - anat",,,"rest, read task",,,,No,n/a,,Yes,Yes,,,"Gu, Chanyuan",63.79
ds003876,https://openneuro.org/datasets/ds003876/versions/1.0.2,Epilepsy-iEEG-Interictal-Multicenter-Dataset,2022-08-04,2023-01-24,39,iEEG,Epilepsy,,"interictal, interictalasleep, interictalawake",,,iEEG,No,n/a,Human,No,Yes,"10.1101/2021.10.15.464594, 10.1038/s41593-021-00901-w",https://www.biorxiv.org/content/10.1101/2021.10.15.464594v1,"Sarma, Sridevi",5.0
ds003877,https://openneuro.org/datasets/ds003877/versions/1.1.1,BrainMorphometry_DiminishedGrowth_BEANstudy_2021,2021-11-10,2022-05-16,79,MRI - anat,,,,,,,Yes,n/a,Human,No,Yes,doi.org/10.1016/j.dcn.2021.101029,doi.org/10.1016/j.dcn.2021.101029,"Gaab, Nadine",0.97
ds003885,https://openneuro.org/datasets/ds003885/versions/1.0.8,Capacity for movement is a major organisational principle in object representations: EEG data from Experiment 2,2021-11-12,2023-05-24,24,EEG,,"18-25, 26-34", movement,,,,No,n/a,Human,No,Yes,,,"Carlson, Thomas A.",46.15
ds003887,https://openneuro.org/datasets/ds003887/versions/1.2.3,Capacity for movement is a major organisational principle in object representations: EEG data from Experiment 3 ,2021-11-12,2023-05-24,24,EEG,,"18-25, 26-34", movement,,,,No,n/a,,No,Yes,,,"Carlson, Thomas A.",45.73
ds003892,https://openneuro.org/datasets/ds003892/versions/5.0.0,Loss and enhancement of layer-selective signals in geniculostriate and corticotectal pathways of adult human amblyopia,2021-11-15,2021-12-03,34,"MRI - func, MRI - anat",amblyopia,,"MP, locLR",,"Wen Wen, Yue Wang, Peng Zhang",amblyopia,No,n/a,Human,No,Yes,Loss and enhancement of layer-selective signals in geniculostriate and corticotectal pathways of adult human amblyopia,Cell Reports,"Zhang, Peng",4.47
ds003900,https://openneuro.org/datasets/ds003900/versions/1.1.1,TractoInferno,2021-11-22,2022-08-16,1,MRI - anat,Healthy / Control,,,,,Machine learning tractography,No,n/a,Human,No,Yes,,,"Descoteaux, Maxime",0.01
ds003922,https://openneuro.org/datasets/ds003922/versions/1.0.1,Multisensory Correlation Detector,2022-05-02,2022-05-02,13,"MRI - anat, MEG",Healthy / Control,,"mcd, rest, noise",,,Multisensory processing,No,n/a,Human,Yes,Yes,,,"van Wassenhove, V.",75.7
ds003927,https://openneuro.org/datasets/ds003927/versions/1.0.1,Informative neural representations of unseen contents during higher-order processing in human brains and deep artificial networks,2021-11-23,2021-12-10,7,"MRI - func, MRI - anat",,26-34,recog,1728,Within-subject,Consciousness,No,n/a,Human,No,Yes,https://doi.org/10.1101/2021.01.12.426428 ,Informative neural representations of unseen contents during higher-order processing in human brains and deep artificial networks,"Soto, David",142.81
ds003928,https://openneuro.org/datasets/ds003928/versions/1.0.0,Rat_rest_standardRAT,2021-12-06,2021-11-17,10,"MRI - anat, MRI - func",,0-10,ep2d_fid_1000scans,,,,No,n/a,Rat,Yes,No,,,"Grandjean, Joanes",0.54
ds003929,https://openneuro.org/datasets/ds003929/versions/1.0.0,Rat_rest_awake,2021-12-06,2021-11-17,9,"MRI - anat, MRI - func",,0-10,ep2d_fid_400scans,,,,No,n/a,Rat,Yes,No,,,"Grandjean, Joanes",0.58
ds003944,https://openneuro.org/datasets/ds003944/versions/1.0.1,EEG: First Episode Psychosis vs. Control Resting Task 1,2022-01-24,2022-08-12,82,EEG,,"11-17, 18-25, 26-34, 35-50",Rest,,,,No,n/a,,Yes,Yes,,,"Coffman, Brian",6.15
ds003947,https://openneuro.org/datasets/ds003947/versions/1.0.1,EEG: First Episode Psychosis vs. Control Resting Task 2,2022-01-24,2022-08-12,61,EEG,,"11-17, 18-25, 26-34, 35-50",rest,,,,No,n/a,,Yes,Yes,,,"Coffman, Brian",12.54
ds003949,https://openneuro.org/datasets/ds003949/versions/1.0.1,Lausanne_TOF-MRA_Aneurysm_Cohort,2021-12-02,2022-08-24,284,MRI - anat,Healthy / Control,,,,Retrospective,Brain Aneurysm Detection in Time-Of-Flight Magnetic Resonance Angiography (TOF-MRA),No,Yes,Human,No,Yes, arXiv:2103.06168, arXiv:2103.06168,"Richiardi, Jonas",13.46
ds003950,https://openneuro.org/datasets/ds003950/versions/1.0.0,ScenePerceptionAndParallelism,2021-12-02,2021-11-17,42,"MRI - func, MRI - anat",,,"bowtie, fpo, run, wholebrain",,fMRI Block Design,"Human Visual Perception, Scene Perception, Perceptual Organization",No,n/a,Human,No,Yes,,,"Walther, Dirk B.",79.35
ds003959,https://openneuro.org/datasets/ds003959/versions/1.0.1,Soma and Neurite Density MRI (SANDI) of the in-vivo mouse brain,2021-12-16,2021-12-10,6,MRI - dwi,,,,,,"Diffusion MRI, microstructure characterization",No,n/a,Mouse,No,Yes,https://doi.org/10.1101/2021.08.11.455923,,"Shemesh, Noam",5.33
ds003965,https://openneuro.org/datasets/ds003965/versions/1.0.0,NI-edu-data-minimal,2022-03-01,2021-12-10,1,"MRI - func, MRI - anat",,,"face, flocBLOCKED",,,,No,n/a,Human,No,Yes,,,"Scholte, Steven",1.77
ds003967,https://openneuro.org/datasets/ds003967/versions/1.0.0,7TAMIbrain,2021-12-17,2021-12-10,60,MRI - anat,,"18-25, 26-34, 35-50",,,,neuroscience,No,n/a,Human,No,Yes,,,"Troter, Arnaud Le",1.09
ds003969,https://openneuro.org/datasets/ds003969/versions/1.0.0,Meditation vs thinking task,2022-01-03,2021-12-10,98,EEG,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",mixed,,Block design,Meditation,No,n/a,Human,Yes,Yes,10.1371/journal.pone.0170647,https://pubmed.ncbi.nlm.nih.gov/28118405/,"Braboszcz, Claire",54.46
ds003972,https://openneuro.org/datasets/ds003972/versions/1.0.0,Body Motor,2022-01-05,2021-12-10,8,"MRI - func, MRI - anat",,"18-25, 26-34",Body Motor,1,Event-related,Brain; Motor cortex,No,n/a,Human,No,Yes,doi: https://doi.org/10.1101/2020.11.12.379339,,"Petridou, N.",3.62
ds003974,https://openneuro.org/datasets/ds003974/versions/3.0.0,The Reading Brain Project L1 Adults,2022-01-08,2022-01-05,52,"MRI - func, MRI - dwi, MRI - anat",,,"read task, rest",,,,No,n/a,,No,Yes,,,"Gu, Chanyuan",46.67
ds003987,https://openneuro.org/datasets/ds003987/versions/1.0.0,EEG: Amphetamine trials 5CCPT and Probabilistic Learning,2022-02-01,2022-01-09,23,EEG,,"18-25, 26-34, 35-50",5CCPTxPSTxAmphetamine,,3 drug sessions,Cognitive Control and Reinforcement Learning,Yes,n/a,Human,Yes,No,https://doi.org/10.1038/s41398-021-01562-w,TBA,"Young, Jared",25.57
ds003988,https://openneuro.org/datasets/ds003988/versions/1.0.0,The Reading Brain Project L2 Adults,2022-02-08,2022-02-01,56,"MRI - func, MRI - dwi, MRI - anat",,,"read task, rest",,,,No,n/a,,No,Yes,,,"Gu, Chanyuan",63.82
ds003989,https://openneuro.org/datasets/ds003989/versions/1.0.0,"Structural, diffusion and rs-functional MRI data in Macaque Monkeys",2022-01-11,2022-01-11,3,"MRI - func, MRI - anat, MRI - dwi",Healthy / Control,,rest,,,MRI,No,n/a,Monkey,Yes,No,10.1093/cercor/bhaa301,,"Durand, Jean-Baptiste",1.76
ds003990,https://openneuro.org/datasets/ds003990/versions/1.0.2,fastVsSlowERtactile7T,2022-01-12,2022-01-11,6,"MRI - func, MRI - anat",Healthy / Control,,"ERSlow, PEBackward, PEForward, ERFast",,Event Related,Fingertip population receptive fields,No,n/a,Human,No,Yes,,,"Besle, Julien",7.23
ds003993,https://openneuro.org/datasets/ds003993/versions/1.0.0,Inter-individual deep image reconstruction,2022-03-10,2022-03-09,2,"MRI - func, MRI - anat",,,"perceptionArtificialImage, perceptionNaturalImageTest",,,,No,n/a,Human,No,Yes,,,"Kamitani, Yukiyasu",14.6
ds003999,https://openneuro.org/datasets/ds003999/versions/1.0.2,Pre-Post rehabilitation fMRI data of post-stroke patients.,2022-06-29,2022-07-11,29,"MRI - func, MRI - anat",,,rest,,,,No,n/a,,Yes,Yes,,,"(MSc), Karpulevich E.",6.74
ds004000,https://openneuro.org/datasets/ds004000/versions/1.0.0,Fribourg Ultimatum Game in Schizophrenia Study,2022-01-20,2022-01-11,43,EEG,,,responder,,,Schizophrenia,No,n/a,Human,No,Yes,,,"Richiardi, Jonas",22.5
ds004006,https://openneuro.org/datasets/ds004006/versions/1.0.4,Stat Learning,2022-01-24,2022-01-11,41,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","AB Pairs, Random Ordered",,,,No,n/a,,Yes,Yes,,https://elifesciences.org/articles/68344,"Turk-Browne, N.B.",110.45
ds004007,https://openneuro.org/datasets/ds004007/versions/1.0.2,Music Event Segmentation,2022-01-24,2022-01-11,25,"MRI - func, MRI - anat",,,Listen,,,,No,n/a,,Yes,Yes,,,"Baldassano, C.",149.93
ds004009,https://openneuro.org/datasets/ds004009/versions/1.0.0,Abstract-Category-Signal,2022-01-25,2022-01-11,33,"MRI - func, MRI - anat",,,"memsamp, exemplarLocaliser, motionLocaliser",,,"Catgeory learning, concept learning, abstract representations, task",No,n/a,Human,No,Yes,,"Mok & Love, 2021, An abstract neural representation of category membership beyond information coding stimulus or response. Journal of Cognitive Neuroscience.","Love, Bradley C.",8.9
ds004010,https://openneuro.org/datasets/ds004010/versions/1.0.0,MAVIS,2022-01-26,2022-01-11,24,EEG,,,MAVIS,,,,No,n/a,,Yes,Yes,,,"Obleser, Jonas",23.14
ds004011,https://openneuro.org/datasets/ds004011/versions/1.0.3, ,2022-02-08,2022-04-08,22,MEG,,"18-25, 26-34, 35-50",occlusion,,,,No,Yes,Human,No,Yes,,,"Baker, Chris",198.12
ds004012,https://openneuro.org/datasets/ds004012/versions/1.0.0,BRAR_NQ,2023-12-21,2022-02-01,30,MEG,Healthy / Control,,"rest01, stim02, stim01, stim03, stim06, stim04, stim05, stim07, rest02, stim08",,Cross-over,,No,n/a,Human,No,Yes,10.1007/978-981-287-778-9_15,,"Mustapha, Muzaimi",78.33
ds004015,https://openneuro.org/datasets/ds004015/versions/1.0.2,Attended speaker paradigm (cEEGrid data),2022-03-30,2022-10-04,36,EEG,,"18-25, 26-34",AttendedSpeakerParadigmcEEGridAttention,,,EEG,No,n/a,Human,No,Yes,,,"Mirkovic, Bojana",6.03
ds004017,https://openneuro.org/datasets/ds004017/versions/1.0.3,B/D Motor Intervention for Learning,2023-03-17,2023-03-20,21,EEG,,,,,,"Electrophysiology, Education",No,n/a,Human,No,Yes,,,"Wienecke, Jacob",20.93
ds004018,https://openneuro.org/datasets/ds004018/versions/2.0.0,EEG recordings for 200 object images presented in RSVP sequences at 5Hz or 20Hz,2022-02-09,2022-02-01,16,EEG,Healthy / Control,"18-25, 26-34, 35-50",rsvp,16000,RSVP,vision,Yes,n/a,Human,No,Yes,https://doi.org/10.1016/j.neuroimage.2018.12.046,https://doi.org/10.1016/j.neuroimage.2018.12.046,"Carlson, T.A.",10.56
ds004019,https://openneuro.org/datasets/ds004019/versions/1.0.0,Effect of obesity on arithmetic processing in preteens with high and low math skills. An event-related potentials study,2022-02-09,2022-02-09,62,EEG,Healthy / Control,,Math task,240,Experimental,EEG,No,n/a,Human,No,Yes,,"Alatorre-Cruz, G.C., Downs, H., Hagood, D., Williams, K.D., Larson-Prior, L. (2022). Effect of obesity on arithmetic processing in preteens with high and low math skills. An event-related potentials study. Frontiers and human neuroscience. In press","Larson-Prior, Linda",17.28
ds004021,https://openneuro.org/datasets/ds004021/versions/1.0.0,Visuomotor Rotation Adaptation Experiment,2022-03-17,2022-02-09,32,"MRI - func, MRI - anat",Healthy / Control,,"Resting State, Visuomotor Rotation Task, Washout Task",1060,,"Motor learning, motor control",No,n/a,Human,No,Yes,,,"Gallivan, Jason. P",24.37
ds004022,https://openneuro.org/datasets/ds004022/versions/1.0.0,Multimodal EEG and fNIRS Biosignal Acquisition during Motor Imagery Tasks in Patients with Orthopedic Impairment,2022-02-15,2022-02-09,7,EEG,Orthopedic Impairment,"35-50, 51-65, 66+",Motor Imagery,840,Motor imagery,EEG,Yes,n/a,Human,No,Yes,,,"Kim, Dong-Joo",0.6
ds004024,https://openneuro.org/datasets/ds004024/versions/1.0.1,"TMS-EEG-MRI-fMRI-DWI data on paired associative stimulation and connectivity (Shirley Ryan AbilityLab, Chicago, IL)",2022-02-15,2022-10-19,13,"MRI - dwi, MRI - func, MRI - anat, EEG",Healthy / Control,,"ccPAS, rest, spTMS, Rest",,,EEG,Yes,n/a,Human,No,Yes,,,"Raij, Tommi",1021.22
ds004033,https://openneuro.org/datasets/ds004033/versions/1.0.0,Electrode walking study,2022-04-14,2022-02-09,18,EEG,Healthy / Control,"18-25, 26-34",mixed,,Repeated measures,EEG,No,n/a,Human,No,Yes,10.1111/ejn.15037,,"Debener, Stefan",19.81
ds004038,https://openneuro.org/datasets/ds004038/versions/1.0.0,TOME-Go2022VestibularMRI,2022-02-22,2022-02-19,31,MRI - anat,Healthy / Control,,,,,Brain,No,n/a,Human,No,Yes,,,"Aguirre, Geoffrey K",0.67
ds004040,https://openneuro.org/datasets/ds004040/versions/1.0.0,Trance channeling EEG study,2022-02-24,2022-02-24,13,EEG,,,trance,,,,No,n/a,,Yes,Yes,,,"Wahbeh, Helane",11.59
ds004042,https://openneuro.org/datasets/ds004042/versions/1.0.1,FilmFestival,2022-04-07,2023-01-06,20,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","movie, recall",,Naturalistic movie watching and free spoken recall,,No,n/a,Human,No,Yes,https://doi.org/10.1101/2021.04.24.441287,"Lee, H. & Chen, J. (2022). Predicting memory from the network structure of naturalistic events. Nature Communications, 13, 4235","Hasson, Uri",38.86
ds004043,https://openneuro.org/datasets/ds004043/versions/1.1.0,The time-course of feature-based attention effects dissociated from temporal expectation and target-related processes,2022-02-25,2022-02-25,20,EEG,,,Temporal expectation,,,,No,n/a,,No,Yes,,,"Rich, Anina",15.44
ds004044,https://openneuro.org/datasets/ds004044/versions/2.0.3,WholebodySomatotopicMapping,2022-03-04,2022-08-09,62,"MRI - func, MRI - anat",,"18-25, 26-34","motor, Motor tasks of several major body parts, including toe, ankle, left leg, right leg, finger, wrist, forearm, upper arm, jaw, lip, tongue and eye",,,,No,Yes,,Yes,Yes,,,"Zhen, Zonglei",74.45
ds004054,https://openneuro.org/datasets/ds004054/versions/1.0.0,Aerobic Glycolysis Imaging PET-MRI,2024-08-08,2022-03-05,42,"MRI - anat, PET",Other,"0-10, 11-17, 18-25, 26-34, 35-50, 51-65",,,,,No,n/a,Human,No,Yes,https://doi.org/10.1016/j.ebiom.2022.104004,https://doi.org/10.1016/j.ebiom.2022.104004,"Thompson, Garth J.",0.43
ds004056,https://openneuro.org/datasets/ds004056/versions/1.0.2,GDMotor,2022-03-09,2022-03-09,29,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",GDMotor,,,,No,n/a,Human,No,Yes,,,"Nishimura, Yukio",119.7
ds004065,https://openneuro.org/datasets/ds004065/versions/1.0.0,Luminance,2022-07-01,2022-06-21,20,"MRI - func, MRI - anat",Healthy / Control,,lum,,Block Design,,No,n/a,Human,No,Yes,,,"Sanes, Jerome N.",51.43
ds004067,https://openneuro.org/datasets/ds004067/versions/1.0.1,Moral conviction and metacognitive ability shape multiple stages of information processing,2022-03-13,2022-03-13,80,EEG,Healthy / Control,,Sociopolitical Judgment Task,180,Event-related,Psychology,No,n/a,Human,No,Yes,,,"Decety, Jean",100.79
ds004068,https://openneuro.org/datasets/ds004068/versions/1.0.3,AutomatedZShimSpinalCord,2022-06-24,2022-08-14,48,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","rest, onevol",,,,No,n/a,Human,No,Yes,,,"Eippert, Falk",4.51
ds004073,https://openneuro.org/datasets/ds004073/versions/1.0.1,Comparing language lateralisation using fMRI and fTCD,2022-03-31,2023-09-22,51,"MRI - func, MRI - anat",Healthy / Control,,"PD, SC, SD, SG, WC, WG",,fMRI block design,Language,No,n/a,Human,No,Yes,,,"Karlsson, Emma",98.59
ds004075,https://openneuro.org/datasets/ds004075/versions/1.0.0,what_are_we_talking_about,2022-03-18,2022-03-18,29,EEG,Healthy / Control,,"context03, context09, context10, context11",,continuous recordings,Speech processing,No,n/a,Human,No,Yes,-,-,"Winkler, István",7.39
ds004078,https://openneuro.org/datasets/ds004078/versions/1.2.1,A synchronous multimodal neuroimaging dataset to study brain language processing,2022-04-11,2023-10-16,12,"MRI - func, MRI - dwi, MRI - anat, MEG",,,"Chinese-RDR, rest",,,,No,Yes,Human,No,Yes,,,"Zong, Chengqing",631.1
ds004080,https://openneuro.org/datasets/ds004080/versions/1.2.4,CCEP ECoG dataset across age 4-51,2023-02-23,2023-03-12,74,iEEG,Epilepsy,"0-10, 11-17, 18-25, 26-34, 35-50, 51-65",task-SPESclin,,,connectivity,No,n/a,Human,No,Yes,https://doi.org/10.1101/2022.03.14.484297,"The development of efficient communication in the human connectome D. van Blooijs, J.F. van der Aar, G.J.M. Huiskamp, G. Castegnaro, M. Demuru, W.J.E.M. Zweiphenning, P. van Eijsden, K. J. Miller, F.S.S. Leijten, D. Hermes bioRxiv 2022.03.14.484297; doi: https://doi.org/10.1101/2022.03.14.484297","Hermes, D.",269.11
ds004081,https://openneuro.org/datasets/ds004081/versions/1.0.0,Confidence in Equal and Unequal Variance Settings,2022-08-10,2022-03-24,35,"MRI - func, MRI - anat",,,unequalVariance,390,,Perception,No,n/a,Human,No,Yes,,,"Fleming, Stephen M.",12.75
ds004086,https://openneuro.org/datasets/ds004086/versions/1.2.0,Triple Dissociation Revisited,2022-05-05,2022-05-31,58,"MRI - func, MRI - anat",,,RecogConf,,Recognition memory,Memory,No,n/a,Human,No,Yes,,,"Kirwan, C. Brock",8.68
ds004091,https://openneuro.org/datasets/ds004091/versions/2.0.0,"GAZE PRF 
",2022-04-05,2024-03-19,8,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","AttendFixGazeCenterFS, AttendFixGazeCenter, AttendFixGazeLeft, AttendFixGazeRight, AttendStimGazeCenterFS, AttendStimGazeCenter, AttendStimGazeLeft, AttendStimGazeRight",,,,No,n/a,Human,No,Yes,,,"Knapen, Tomas",23.86
